,doc_id,author,authoryearofbirth,authoryearofdeath,no_words,len,Gut_id
0,Index of the Project Gutenberg Works of James Whitcomb Riley,"Riley, James Whitcomb",1849.0,1916.0,3855,3855,Gut_37505
0,The Lady Evelyn: A Story of To-day,"Pemberton, Max",1863.0,1950.0,78484,78484,Gut_19098
0,"Camping on the St. Lawrence; Or, On the Trail of the Early Discoverers","Tomlinson, Everett T. (Everett Titsworth)",1859.0,1931.0,78661,78661,Gut_25206
0,He's Coming To-Morrow,"Stowe, Harriet Beecher",1811.0,1896.0,2260,2260,Gut_25808
0,The Wandering Jew — Volume 10,"Sue, Eugène",1804.0,1857.0,44565,44565,Gut_17592
0,The Water-Babies: A Fairy Tale for a Land-Baby,"Kingsley, Charles",1819.0,1875.0,68636,68636,Gut_11457
0,Gossamer,"Birmingham, George A.",1865.0,1950.0,73465,73465,Gut_10585
0,A Great Man: A Frolic,"Bennett, Arnold",1867.0,1931.0,60194,60194,Gut_14579
0,Jimmie Higgins,"Sinclair, Upton",1878.0,1968.0,105382,105382,Gut_35890
0,"The Transient Lake; or, Frank Reade, Jr.'s Adventures in a Mysterious Country","Senarens, Luis",1863.0,1939.0,27905,27905,Gut_34942
0,The Conflict,"Phillips, David Graham",1867.0,1911.0,93333,93333,Gut_25830
0,"The Great North Road, the Old Mail Road to Scotland: London to York","Harper, Charles G. (Charles George)",1863.0,1943.0,65614,65614,Gut_28377
0,In Various Moods: Poems and Verses,"Bacheller, Irving",1859.0,1950.0,8794,8794,Gut_32619
0,The House in the Mist,"Green, Anna Katharine",1846.0,1935.0,32947,32947,Gut_6605
0,Twelve Men,"Dreiser, Theodore",1871.0,1945.0,120013,120013,Gut_3377
0,Little Journeys to the Homes of the Great - Volume 10: Little Journeys To The Homes Of Great Teachers,"Hubbard, Elbert",1856.0,1915.0,76496,76496,Gut_6437
0,"The Wizard's Son, Vol. 1 (of 3)","Oliphant, Mrs. (Margaret)",1828.0,1897.0,75803,75803,Gut_28946
0,Astronomy with an Opera-glass: A Popular Introduction to the Study of the Starry Heavens with the Simplest of Optical Instruments,"Serviss, Garrett Putman",1851.0,1929.0,47902,47902,Gut_20317
0,Dotty Dimple at Play,"May, Sophie",1833.0,1906.0,23544,23544,Gut_168
0,Silhouettes,"Symons, Arthur",1865.0,1945.0,8519,8519,Gut_14310
0,The Eight-Oared Victors: A Story of College Water Sports,"Chadwick, Lester",1873.0,1962.0,64453,64453,Gut_25033
0,The Haunted Bookshop,"Morley, Christopher",1890.0,1957.0,61614,61614,Gut_5279
0,The Bertrams,"Trollope, Anthony",1815.0,1882.0,222910,222910,Gut_11808
0,The Grapes of New York,"Hedrick, U. P.",1870.0,1951.0,245238,245238,Gut_27790
0,Who Goes There!,"Chambers, Robert W. (Robert William)",1865.0,1933.0,73995,73995,Gut_23566
0,Castles and Chateaux of Old Navarre and the Basque Provinces,"Mansfield, M. F. (Milburg Francisco)",1871.0,,88965,88965,Gut_26014
0,The Proud Prince,"McCarthy, Justin H. (Justin Huntly)",1860.0,1936.0,48423,48423,Gut_11636
0,The Poetical Works of Oliver Wendell Holmes — Volume 05: Poems of the Class of '29 (1851-1889),"Holmes, Oliver Wendell",1809.0,1894.0,17844,17844,Gut_40094
0,Thieves' Wit: An Everyday Detective Story,"Footner, Hulbert",1879.0,1944.0,80766,80766,Gut_36226
0,On the Study of Zoology,"Huxley, Thomas Henry",1825.0,1895.0,8040,8040,Gut_14176
0,Is the Morality of Jesus Sound?: A Lecture Delivered Before the Independent Religious Society,"Mangasarian, M. M. (Mangasar Mugurditch)",1859.0,1943.0,9079,9079,Gut_24387
0,"More ""Short Sixes""","Bunner, H. C. (Henry Cuyler)",1855.0,1896.0,45228,45228,Gut_34115
0,The Lost Heir,"Henty, G. A. (George Alfred)",1832.0,1902.0,121628,121628,Gut_20515
0,John Marr and Other Poems,"Melville, Herman",1819.0,1891.0,20651,20651,Gut_2008
0,The Story of Red Feather: A Tale of the American Frontier,"Ellis, Edward Sylvester",1840.0,1916.0,29273,29273,Gut_10380
0,"An Old Woman's Tale: (From: ""The Doliver Romance and Other Pieces: Tales and Sketches"")","Hawthorne, Nathaniel",1804.0,1864.0,3525,3525,Gut_41522
0,"My First Cruise, and Other stories","Kingston, William Henry Giles",1814.0,1880.0,35345,35345,Gut_9626
0,"Bouvard and Pécuchet: A Tragi-comic Novel of Bourgeois Life, part 1","Flaubert, Gustave",1821.0,1880.0,76146,76146,Gut_11094
0,Barbara Blomberg — Volume 07,"Ebers, Georg",1837.0,1898.0,20707,20707,Gut_35033
0,"Hawkins Electrical Guide v. 08 (of 10): Questions, Answers, & Illustrations, A progressive course of study for engineers, electricians, students and those desiring to acquire a working knowledge of electricity and its applications","Hawkins, N. (Nehemiah)",1833.0,1928.0,79583,79583,Gut_30773
0,"A History of Architecture in All Countries, Volume 2, 3rd ed.: From the Earliest Times to the Present Day","Fergusson, James",1808.0,1886.0,211695,211695,Gut_35201
0,Suite Mentale,"Garrett, Randall",1927.0,1987.0,4795,4795,Gut_9414
0,Dream Psychology: Psychoanalysis for Beginners,"Freud, Sigmund",1856.0,1939.0,53684,53684,Gut_3912
0,"""My Novel"" — Volume 03","Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,31730,31730,Gut_40404
0,"Love Letters of Nathaniel Hawthorne, Volume 2 (of 2)","Hawthorne, Nathaniel",1804.0,1864.0,46523,46523,Gut_24141
0,Roger Willoughby: A Story of the Times of Benbow,"Kingston, William Henry Giles",1814.0,1880.0,92732,92732,Gut_8390
0,The Mountains of California,"Muir, John",1838.0,1914.0,90727,90727,Gut_10
0,Light-Fingered Gentry,"Phillips, David Graham",1867.0,1911.0,123452,123452,Gut_29695
0,The Texan: A Story of the Cattle Country,"Hendryx, James B. (James Beardsley)",1880.0,1963.0,78993,78993,Gut_5020
0,The Gold Bat,"Wodehouse, P. G. (Pelham Grenville)",1881.0,1975.0,42998,42998,Gut_39635
0,Saved by the Lifeboat,"Ballantyne, R. M. (Robert Michael)",1825.0,1894.0,25548,25548,Gut_9887
0,"The Right of Way, Volume 6","Parker, Gilbert",1862.0,1932.0,16099,16099,Gut_39063
0,"Love, the Fiddler","Osbourne, Lloyd",1868.0,1947.0,42821,42821,Gut_30328
0,A Set of Six,"Conrad, Joseph",1857.0,1924.0,84596,84596,Gut_9619
0,At the Point of the Bayonet: A Tale of the Mahratta War,"Henty, G. A. (George Alfred)",1832.0,1902.0,134407,134407,Gut_7783
0,The Gilded Chair: A Novel,"Post, Melville Davisson",1871.0,1930.0,64077,64077,Gut_32229
0,Through Russian Snows: A Story of Napoleon's Retreat from Moscow,"Henty, G. A. (George Alfred)",1832.0,1902.0,116534,116534,Gut_15057
0,The Warfare of Science,"White, Andrew Dickson",1832.0,1918.0,37884,37884,Gut_30122
0,Paths of the Mound-Building Indians and Great Game Animals,"Hulbert, Archer Butler",1873.0,1933.0,20141,20141,Gut_23707
0,Vittoria — Volume 3,"Meredith, George",1828.0,1909.0,21470,21470,Gut_26611
0,"Subspeciation in the Meadow Mouse, Microtus montanus, in Wyoming and Colorado","Anderson, Sydney",1927.0,,6652,6652,Gut_16084
0,The Christian Religion: An Enquiry,"Ingersoll, Robert Green",1833.0,1899.0,9405,9405,Gut_21434
0,Overruled,"Shaw, Bernard",1856.0,1950.0,13356,13356,Gut_21606
0,"Jessica, the Heiress","Raymond, Evelyn",1843.0,1910.0,56070,56070,Gut_14727
0,"In the Wrong Paradise, and Other Stories","Lang, Andrew",1844.0,1912.0,57489,57489,Gut_2833
0,"Religious Poems, Part 2.: Part 6 From Volume II of The Works of John Greenleaf Whittier","Whittier, John Greenleaf",1807.0,1892.0,13502,13502,Gut_41717
0,The King's Jackal,"Davis, Richard Harding",1864.0,1916.0,29733,29733,Gut_23999
0,The Gay Rebellion,"Chambers, Robert W. (Robert William)",1865.0,1933.0,46060,46060,Gut_13354
0,To Choke an Ocean,"Bone, Jesse F. (Jesse Franklin)",1916.0,2006.0,8717,8717,Gut_16414
0,The Poetical Works of Oliver Wendell Holmes — Volume 04: Songs in Many Keys,"Holmes, Oliver Wendell",1809.0,1894.0,20105,20105,Gut_40093
0,Bertrand of Brittany,"Deeping, Warwick",1877.0,1950.0,99137,99137,Gut_35837
0,Roses: Four One-Act Plays: Streaks of Light—The Last Visit—Margot—The Far-away Princess,"Sudermann, Hermann",1857.0,1928.0,25630,25630,Gut_18313
0,Septimus,"Locke, William John",1863.0,1930.0,85977,85977,Gut_3116
0,Darwiniana; Essays and Reviews Pertaining to Darwinism,"Gray, Asa",1810.0,1888.0,107082,107082,Gut_32820
0,"A Lover's Diary, Volume 1.","Parker, Gilbert",1862.0,1932.0,5434,5434,Gut_39090
0,"A Colonial Reformer, Vol. 1 (of 3)","Boldrewood, Rolf",1826.0,1915.0,71580,71580,Gut_33798
0,"Tales of the Sea, and of Our Jack Tars","Kingston, William Henry Giles",1814.0,1880.0,73461,73461,Gut_9880
0,Plays of Gods and Men,"Dunsany, Lord",1878.0,1957.0,20709,20709,Gut_938
0,The Silver Menace,"Leinster, Murray",1896.0,1975.0,18351,18351,Gut_31209
0,Earthsmith,"Marlowe, Stephen",1928.0,2008.0,13200,13200,Gut_16873
0,Witnesses to Truth,"Hoare, Edward",1812.0,1894.0,20583,20583,Gut_32829
0,The Forest of Swords: A Story of Paris and the Marne,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,82970,82970,Gut_4108
0,Mohammed Ali and His House,"Mühlbach, L. (Luise)",1814.0,1873.0,170497,170497,Gut_17352
0,Dandelion Cottage,"Rankin, Carroll Watson",1870.0,,45860,45860,Gut_21254
0,In the Rocky Mountains: A Tale of Adventure,"Kingston, William Henry Giles",1814.0,1880.0,66039,66039,Gut_6835
0,"Little Nettie; or, Home Sunshine","Warner, Susan",1819.0,1885.0,23560,23560,Gut_19658
0,"The Cliff Climbers: A Sequel to ""The Plant Hunters""","Reid, Mayne",1818.0,1883.0,74171,74171,Gut_8167
0,"Washed Ashore; Or, The Tower of Stormount Bay","Kingston, William Henry Giles",1814.0,1880.0,48149,48149,Gut_9889
0,The Little Colonel's Knight Comes Riding,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,68145,68145,Gut_22617
0,Nuts and Nutcrackers,"Lever, Charles James",1806.0,1872.0,61360,61360,Gut_16046
0,In the Fire of the Forge: A Romance of Old Nuremberg — Complete,"Ebers, Georg",1837.0,1898.0,153064,153064,Gut_34918
0,Brknk's Bounty,"Sohl, Jerry",1913.0,2002.0,3036,3036,Gut_16274
0,Brotherly House,"Richmond, Grace S. (Grace Smith)",1866.0,1959.0,9873,9873,Gut_33301
0,The Life of Cesare Borgia,"Sabatini, Rafael",1875.0,1950.0,120755,120755,Gut_18573
0,The Countess of Saint Geran: Celebrated Crimes,"Dumas, Alexandre",1802.0,1870.0,17753,17753,Gut_12875
0,A Girl of the People,"Meade, L. T.",1854.0,1914.0,57559,57559,Gut_38948
0,"The Monarchs of the Main; Or, Adventures of the Buccaneers. Volume 2 (of 3)","Thornbury, Walter",1828.0,1876.0,57767,57767,Gut_21865
0,Great Catherine (Whom Glory Still Adores),"Shaw, Bernard",1856.0,1950.0,13867,13867,Gut_18741
0,"Uncle Remus, His Songs and His Sayings","Harris, Joel Chandler",1848.0,1908.0,53942,53942,Gut_9628
0,Clover,"Coolidge, Susan",1835.0,1905.0,52384,52384,Gut_4137
0,"Honeycomb: Pilgrimage, Volume 3","Richardson, Dorothy M. (Dorothy Miller)",1873.0,1957.0,53685,53685,Gut_35801
0,Battle-Pieces and Aspects of the War,"Melville, Herman",1819.0,1891.0,30494,30494,Gut_1683
0,"The Lane That Had No Turning, Volume 2","Parker, Gilbert",1862.0,1932.0,13993,13993,Gut_39052
0,"Arminell: A Social Romance, Vol. 2","Baring-Gould, S. (Sabine)",1834.0,1924.0,53389,53389,Gut_32688
0,Fathers of Men,"Hornung, E. W. (Ernest William)",1866.0,1921.0,106820,106820,Gut_27954
0,"My Lords of Strogue, Vol. 3 (of 3): A Chronicle of Ireland, from the Convention to the Union","Wingfield, Lewis",1842.0,1891.0,72714,72714,Gut_22046
0,"Little Journeys to the Homes of the Great, Volume 7: Little Journeys to the Homes of Eminent Orators","Hubbard, Elbert",1856.0,1915.0,87863,87863,Gut_10184
0,In the Days of Washington: A Story of the American Revolution,"Graydon, William Murray",1864.0,1946.0,53017,53017,Gut_24183
0,White Slavery in the Barbary States,"Sumner, Charles",1811.0,1874.0,28617,28617,Gut_19009
0,When Sarah Saved the Day,"Singmaster, Elsie",1879.0,1958.0,20503,20503,Gut_32482
0,The Bishop's Apron: A study in the origins of a great family,"Maugham, W. Somerset (William Somerset)",1874.0,1965.0,64619,64619,Gut_28924
0,"Poetical Works of Robert Bridges, Volume 4","Bridges, Robert",1844.0,1930.0,53111,53111,Gut_35495
0,Romance Island,"Gale, Zona",1874.0,1938.0,88123,88123,Gut_2668
0,Index of the Project Gutenberg Works of Hugh Walpole,"Walpole, Hugh",1884.0,1941.0,1686,1686,Gut_37104
0,"Phebe, Her Profession: A Sequel to Teddy: Her Book","Ray, Anna Chapin",1865.0,1945.0,52042,52042,Gut_1825
0,Dr. Breen's Practice,"Howells, William Dean",1837.0,1920.0,57636,57636,Gut_17731
0,The Life of George Stephenson and of his Son Robert Stephenson: Comprising Also a History of the Invention and Introduction of the Railway Locomotive,"Smiles, Samuel",1812.0,1904.0,183692,183692,Gut_27998
0,Here are Ladies,"Stephens, James",1882.0,1950.0,56371,56371,Gut_7325
0,"The Ingoldsby Country: Literary Landmarks of the ""Ingoldsby Legends""","Harper, Charles G. (Charles George)",1863.0,1943.0,61327,61327,Gut_28127
0,Poems from Eastern Sources: The Steadfast Prince; and Other Poems,"Trench, Richard Chenevix",1807.0,1886.0,25657,25657,Gut_35698
0,The Prospector: A Tale of the Crow's Nest Pass,"Connor, Ralph",1860.0,1937.0,95422,95422,Gut_20178
0,"The Lane That Had No Turning, Volume 4","Parker, Gilbert",1862.0,1932.0,22741,22741,Gut_39055
0,The Perfect Tribute,"Andrews, Mary Raymond Shipman",1860.0,1936.0,6045,6045,Gut_2001
0,A Prince of Sinners,"Oppenheim, E. Phillips (Edward Phillips)",1866.0,1946.0,91942,91942,Gut_5016
0,Mohawks: A Novel. Volume 3 of 3,"Braddon, M. E. (Mary Elizabeth)",1835.0,1915.0,56863,56863,Gut_24148
0,Queer Little Folks,"Stowe, Harriet Beecher",1811.0,1896.0,21487,21487,Gut_10973
0,Anticipations: Of the Reaction of Mechanical and Scientific Progress upon Human life and Thought,"Wells, H. G. (Herbert George)",1866.0,1946.0,80194,80194,Gut_6667
0,Personae,"Pound, Ezra",1885.0,1972.0,9094,9094,Gut_23963
0,"Mediæval London, Volume 2: Ecclesiastical","Besant, Walter",1836.0,1901.0,188648,188648,Gut_37309
0,The Lady of Fort St. John,"Catherwood, Mary Hartwell",1847.0,1902.0,45030,45030,Gut_6203
0,The Lances of Lynwood,"Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,57474,57474,Gut_26049
0,Tales of Mean Streets,"Morrison, Arthur",1863.0,1945.0,42985,42985,Gut_23449
0,Alice's Adventures in Wonderland,"Carroll, Lewis",1832.0,1898.0,26521,26521,Gut_1366
0,Buster Bear's Twins,"Burgess, Thornton W. (Thornton Waldo)",1874.0,1965.0,22077,22077,Gut_37875
0,Ban and Arriere Ban: A Rally of Fugitive Rhymes,"Lang, Andrew",1844.0,1912.0,11085,11085,Gut_6143
0,The Playboy of the Western World: A Comedy in Three Acts,"Synge, J. M. (John Millington)",1871.0,1909.0,21188,21188,Gut_1702
0,"The Elements of Botany, For Beginners and For Schools","Gray, Asa",1810.0,1888.0,85952,85952,Gut_17816
0,"The Dodge Club; Or, Italy in MDCCCLIX","De Mille, James",1833.0,1880.0,90125,90125,Gut_12558
0,The Mysterious Mr. Miller,"Le Queux, William",1864.0,1927.0,84748,84748,Gut_24208
0,"Due North; or, Glimpses of Scandinavia and Russia","Ballou, Maturin M. (Maturin Murray)",1820.0,1895.0,97782,97782,Gut_17218
0,Émile Verhaeren,"Zweig, Stefan",1881.0,1942.0,64427,64427,Gut_19144
0,The Tragic Comedians: A Study in a Well-known Story — Volume 2,"Meredith, George",1828.0,1909.0,19906,19906,Gut_26799
0,Squire Arden; volume 2 of 3,"Oliphant, Mrs. (Margaret)",1828.0,1897.0,74280,74280,Gut_33845
0,Man and Maid,"Glyn, Elinor",1864.0,1943.0,76241,76241,Gut_7633
0,Uncanny Tales,"Molesworth, Mrs.",1839.0,1921.0,44826,44826,Gut_19376
0,The Magic of Oz,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,39340,39340,Gut_24698
0,The Inspector-General,"Gogol, Nikolai Vasilevich",1809.0,1852.0,29380,29380,Gut_20836
0,Delia Blanchflower,"Ward, Humphry, Mrs.",1851.0,1920.0,105991,105991,Gut_41801
0,The Machine,"Sinclair, Upton",1878.0,1968.0,17106,17106,Gut_17227
0,It was a Lover and His Lass,"Oliphant, Mrs. (Margaret)",1828.0,1897.0,203048,203048,Gut_30405
0,Lost Farm Camp,"Knibbs, Henry Herbert",1874.0,1945.0,72279,72279,Gut_18861
0,Major Vigoureux,"Quiller-Couch, Arthur",1863.0,1944.0,88098,88098,Gut_7892
0,No Refuge but in Truth,"Smith, Goldwin",1823.0,1910.0,6165,6165,Gut_6940
0,Notes on the book of Exodus,"Mackintosh, Charles Henry",1820.0,1896.0,104427,104427,Gut_23476
0,Dave Darrin's Fourth Year at Annapolis: Headed for Graduation and the Big Cruise,"Hancock, H. Irving (Harrie Irving)",1868.0,1922.0,46560,46560,Gut_1957
0,Devereux — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,28637,28637,Gut_40316
0,"Hephaestus, Persephone at Enna, and Sappho in Leucadia","Stringer, Arthur",1874.0,1950.0,7696,7696,Gut_32736
0,The Wisdom of Fools,"Deland, Margaret Wade Campbell",1857.0,1945.0,42747,42747,Gut_33422
0,"Knots, Splices and Rope Work: A Practical Treatise Giving Complete and Simple Directions for Making All the Most Useful and Ornamental Knots in Common Use, with Chapters on Splicing, Pointing, Seizing, Serving, etc.","Verrill, A. Hyatt (Alpheus Hyatt)",1871.0,1954.0,11156,11156,Gut_2528
0,The Boy Tar,"Reid, Mayne",1818.0,1883.0,92405,92405,Gut_11540
0,Leaves from the Diary of an Impressionist: Early Writings,"Hearn, Lafcadio",1850.0,1904.0,26483,26483,Gut_35183
0,"Fighting France, from Dunkerque to Belfort","Wharton, Edith",1862.0,1937.0,35341,35341,Gut_27446
0,Mrs. General Talboys,"Trollope, Anthony",1815.0,1882.0,9304,9304,Gut_20663
0,Tintoretto,"Bensusan, S. L. (Samuel Levy)",1872.0,1958.0,8685,8685,Gut_25123
0,Fickle Fortune,"Werner, E.",1838.0,1918.0,74016,74016,Gut_22306
0,"Balsamo, the Magician; or, The Memoirs of a Physician","Dumas, Alexandre",1802.0,1870.0,94207,94207,Gut_27674
0,Instigations: Together with An Essay on the Chinese Written Character,"Pound, Ezra",1885.0,1972.0,94390,94390,Gut_23688
0,The Scarecrow; or The Glass of Truth: A Tragedy of the Ludicrous,"MacKaye, Percy",1875.0,1956.0,23925,23925,Gut_36168
0,The Forbidden Way,"Gibbs, George",1870.0,1942.0,92959,92959,Gut_29180
0,A Jongleur Strayed: Verses on Love and Other Matters Sacred and Profane,"Le Gallienne, Richard",1866.0,1947.0,17727,17727,Gut_5507
0,The Crisis in Russia,"Ransome, Arthur",1884.0,1967.0,36612,36612,Gut_2346
0,The Secret Glory,"Machen, Arthur",1863.0,1947.0,65405,65405,Gut_19371
0,The Madman and the Pirate,"Ballantyne, R. M. (Robert Michael)",1825.0,1894.0,49320,49320,Gut_8688
0,The Spirit of Christmas,"Van Dyke, Henry",1852.0,1933.0,5892,5892,Gut_3260
0,"The Castaway: Odd Craft, Part 2.","Jacobs, W. W. (William Wymark)",1863.0,1943.0,4485,4485,Gut_1537
0,At the Little Brown House,"MacArthur, Ruth Brown",1881.0,,70181,70181,Gut_10208
0,An Eagle Flight: A Filipino Novel Adapted from Noli Me Tangere,"Rizal, José",1861.0,1896.0,69251,69251,Gut_12907
0,The Sugar Creek Gang Digs for Treasure,"Hutchens, Paul",1902.0,1977.0,30768,30768,Gut_35719
0,Chopin and Other Musical Essays,"Finck, Henry T.",1854.0,1926.0,60603,60603,Gut_6144
0,Parsifal: A Mystical Drama by Richard Wagner Retold in the Spirit of the Bayreuth Interpretation,"Wagner, Richard",1813.0,1883.0,15872,15872,Gut_1153
0,"The Haunted and the Haunters; Or, The House and the Brain","Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,11069,11069,Gut_2977
0,The Boy Scouts on the Range,"Goldfrap, John Henry",1879.0,1917.0,50533,50533,Gut_18892
0,Where the Twain Meet,"Gaunt, Mary",1861.0,1942.0,102169,102169,Gut_34056
0,Evan Harrington — Complete,"Meredith, George",1828.0,1909.0,175276,175276,Gut_26593
0,...And It Comes Out Here,"Del Rey, Lester",1915.0,1993.0,4968,4968,Gut_31524
0,The Princess and Curdie,"MacDonald, George",1824.0,1905.0,57060,57060,Gut_20200
0,Camp-fire and Wigwam,"Ellis, Edward Sylvester",1840.0,1916.0,73375,73375,Gut_11775
0,The Cruise of the Jasper B.,"Marquis, Don",1878.0,1937.0,59702,59702,Gut_39923
0,"Luther, vol. 4 of 6","Grisar, Hartmann",1845.0,1932.0,239183,239183,Gut_30066
0,The Wishing-Ring Man,"Widdemer, Margaret",1884.0,1978.0,68039,68039,Gut_40123
0,Spatial Delivery,"Garrett, Randall",1927.0,1987.0,2849,2849,Gut_37415
0,An Eye for an Eye,"Le Queux, William",1864.0,1927.0,73725,73725,Gut_23829
0,The Dark,"Andreyev, Leonid",1871.0,1919.0,18515,18515,Gut_30402
0,The Freedmen's Book,"Child, Lydia Maria",1802.0,1880.0,80504,80504,Gut_21742
0,My Man Jeeves,"Wodehouse, P. G. (Pelham Grenville)",1881.0,1975.0,50807,50807,Gut_40788
0,Clerambault: The Story of an Independent Spirit During the War,"Rolland, Romain",1866.0,1944.0,82122,82122,Gut_620
0,"Ben's Nugget; Or, A Boy's Search For Fortune","Alger, Horatio, Jr.",1832.0,1899.0,42970,42970,Gut_11318
0,"The Athelings; or, the Three Gifts. Complete","Oliphant, Mrs. (Margaret)",1828.0,1897.0,162505,162505,Gut_34609
0,Children of the Dear Cotswolds,"Harker, L. Allen (Lizzie Allen)",1863.0,1933.0,64305,64305,Gut_28256
0,Stray Birds,"Tagore, Rabindranath",1861.0,1941.0,5906,5906,Gut_39324
0,The Princess And The Jewel Doctor: 1905,"Hichens, Robert",1864.0,1950.0,3307,3307,Gut_9906
0,Pee-wee Harris in Luck,"Fitzhugh, Percy Keese",1876.0,1950.0,36888,36888,Gut_37844
0,Chats on Royal Copenhagen Porcelain,"Hayden, Arthur",1868.0,1946.0,46599,46599,Gut_29526
